0.135993 0.099418
0.116132 0.096837
0.112865 0.092976
0.110156 0.108196
0.108837 0.103937
0.107848 0.124411
0.113262 0.106775
0.123439 0.104351
0.159162 0.159351
0.156406 0.132424
0.117076 0.111980
0.113629 0.103784
0.111920 0.134611
0.106520 0.088251
0.121243 0.150258
0.128889 0.107488
0.117456 0.121590
0.113882 0.098843
0.110479 0.088579
0.107188 0.085340
0.104455 0.103041
0.109111 0.085915
0.106702 0.081718
0.112012 0.134416
0.118600 0.107015
0.113810 0.133392
0.111635 0.097852
0.107974 0.095627
0.105149 0.077045
0.101985 0.111902
0.109028 0.114480
0.104265 0.071511
0.102588 0.078653
0.104120 0.113515
0.100042 0.085737
0.098949 0.094158
0.100607 0.099064
0.099146 0.085305
0.099000 0.076589
0.098497 0.078994
0.099349 0.079585
0.099178 0.100708
0.100327 0.081792
0.099290 0.078348
0.104013 0.078935
0.118572 0.105385
0.114688 0.117034
0.113317 0.089964
0.113542 0.096326
0.109081 0.110198
0.110550 0.078385
0.101757 0.093811
0.104060 0.098280
0.105794 0.099053
0.105849 0.131484
0.102660 0.084209
0.104893 0.136898
0.105965 0.090474
0.104061 0.103281
0.101005 0.083585
0.103137 0.117465
0.103438 0.077600
0.105603 0.077978
0.101112 0.086933
0.100716 0.094292
0.099122 0.113851
0.103685 0.086571
0.101486 0.087840
0.100164 0.081337
0.103432 0.109463
0.107182 0.095548
0.103056 0.092963
0.103603 0.106212
0.101243 0.102760
0.102798 0.113040
0.101119 0.093419
0.101181 0.093837
0.156498 0.207655
0.168429 0.191962
0.169982 0.188804
0.169967 0.118103
0.133672 0.105587
0.122659 0.117260
0.127988 0.132862
0.145288 0.243053
0.147344 0.131619
0.119623 0.090635
0.115436 0.148777
0.112996 0.092397
0.110527 0.089528
0.108517 0.091029
0.103701 0.101487
0.102260 0.088104
0.100806 0.086789
0.096852 0.087410
0.100818 0.092799
0.103330 0.088026
0.105905 0.128797
0.102950 0.087859
0.094545 0.116308
0.084252 0.068224
0.083601 0.069228
0.083155 0.070309
0.083034 0.064417
0.082711 0.086182
0.084704 0.084979
0.093081 0.094825
0.093274 0.073313
0.086430 0.112658
0.095429 0.090154
0.097805 0.078363
0.095341 0.084515
0.094101 0.118324
0.097829 0.079317
0.094177 0.100064
0.097781 0.159040
0.100546 0.075715
0.093897 0.114484
0.091936 0.093384
0.097166 0.119658
0.097267 0.088166
0.090531 0.073691
0.094526 0.077181
0.088943 0.070204
0.086051 0.074303
0.089321 0.073675
0.102862 0.081336
0.105741 0.116676
0.116382 0.124890
0.107804 0.187320
0.102993 0.155065
0.102116 0.089009
0.099055 0.080419
0.098262 0.074436
0.103392 0.086427
0.099532 0.079023
0.105566 0.136880
0.105132 0.097910
0.101174 0.081083
0.102028 0.142893
0.099940 0.127677
0.099575 0.086531
0.097018 0.115036
0.096399 0.166997
0.150255 0.096188
0.114881 0.104706
0.111003 0.107636
0.110248 0.096455
0.108533 0.089883
0.103963 0.081881
0.095160 0.093349
0.090892 0.080092
0.099161 0.115342
0.097511 0.101530
0.094448 0.079303
0.093374 0.120868
0.092925 0.108266
0.091891 0.088220
0.089294 0.084729
0.097685 0.122457
0.096752 0.094771
0.093683 0.078075
0.085623 0.095749
0.085260 0.073936
0.083596 0.128041
0.082562 0.077900
0.085378 0.108377
0.092407 0.087816
0.089722 0.079912
0.085837 0.078302
0.084538 0.079271
0.084904 0.076111
0.086927 0.078883
0.090642 0.099385
0.099471 0.098548
0.096244 0.085071
0.098152 0.102906
0.099658 0.090048
0.097510 0.089428
0.092344 0.093138
0.088597 0.085190
0.083051 0.100192
0.090731 0.096937
0.091508 0.076856
0.088728 0.101296
0.089208 0.073097
0.086435 0.084667
0.092329 0.082107
0.087794 0.100900
0.089258 0.127912
0.085676 0.081592
0.085330 0.094319
0.083566 0.072242
0.083769 0.065643
0.085100 0.101134
0.082989 0.100868
0.085379 0.069344
0.087671 0.080486
0.086689 0.081807
0.081839 0.075486
0.080866 0.082831
0.080020 0.062069
0.078512 0.067056
0.079323 0.064913
0.078087 0.063258
0.079140 0.066309
0.083299 0.079861
0.093602 0.076291
0.100291 0.088019
0.097576 0.105979
0.096424 0.117575
0.094421 0.095405
0.092248 0.087852
0.090638 0.088131
0.089621 0.078674
0.091109 0.097676
0.093661 0.076789
0.088743 0.077551
0.088460 0.103161
0.085379 0.080791
0.104397 0.096208
0.110946 0.129752
0.115178 0.181003
0.129996 0.218957
0.120925 0.111578
