1.655004e-01 1.119200e-01
1.042138e-01 9.918001e-02
9.578700e-02 9.339176e-02
9.113359e-02 8.947276e-02
8.769208e-02 8.638747e-02
8.491158e-02 8.385395e-02
8.262016e-02 8.175840e-02
8.069206e-02 7.996994e-02
7.902134e-02 7.840130e-02
7.754886e-02 7.702675e-02
7.623929e-02 7.579045e-02
7.506525e-02 7.467163e-02
7.399030e-02 7.364970e-02
7.301419e-02 7.272884e-02
7.214019e-02 7.190139e-02
7.135556e-02 7.114879e-02
7.064352e-02 7.047077e-02
6.999324e-02 6.984823e-02
6.940283e-02 6.927782e-02
6.886315e-02 6.875991e-02
6.836573e-02 6.827738e-02
6.790674e-02 6.784273e-02
6.748256e-02 6.742787e-02
6.708658e-02 6.704819e-02
6.671837e-02 6.670515e-02
6.637215e-02 6.637869e-02
6.604532e-02 6.603998e-02
6.573785e-02 6.578147e-02
6.544446e-02 6.545779e-02
6.516386e-02 6.519317e-02
6.489523e-02 6.494446e-02
6.463670e-02 6.466368e-02
6.438613e-02 6.444950e-02
6.414391e-02 6.421723e-02
6.391017e-02 6.396862e-02
6.368325e-02 6.375687e-02
6.346125e-02 6.351815e-02
6.324476e-02 6.331049e-02
6.303569e-02 6.309990e-02
6.283244e-02 6.290293e-02
6.263600e-02 6.270020e-02
6.244547e-02 6.254743e-02
6.225928e-02 6.234015e-02
6.208075e-02 6.220506e-02
6.190673e-02 6.198433e-02
6.173737e-02 6.188371e-02
6.157213e-02 6.169165e-02
6.141072e-02 6.159330e-02
6.125320e-02 6.137274e-02
6.110013e-02 6.120830e-02
6.095181e-02 6.106104e-02
6.080561e-02 6.093954e-02
6.066248e-02 6.082773e-02
6.052248e-02 6.068360e-02
6.038546e-02 6.049586e-02
6.025344e-02 6.037994e-02
6.012477e-02 6.026050e-02
5.999857e-02 6.013290e-02
5.987555e-02 5.998850e-02
5.975472e-02 5.988088e-02
5.963856e-02 5.976185e-02
5.952452e-02 5.966021e-02
5.941362e-02 5.954955e-02
5.930620e-02 5.947191e-02
5.920065e-02 5.931832e-02
5.909924e-02 5.925732e-02
5.900130e-02 5.913091e-02
5.890481e-02 5.906532e-02
5.881193e-02 5.896081e-02
5.872109e-02 5.886330e-02
5.863385e-02 5.882508e-02
5.854874e-02 5.866192e-02
5.846615e-02 5.857407e-02
5.838634e-02 5.852426e-02
5.830923e-02 5.845619e-02
5.823353e-02 5.841220e-02
5.815944e-02 5.838099e-02
